time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-28 00:00:00+00:00,6.0,4.0,20,2
2023-07-29 00:00:00+00:00,3.0,2.0,1,1
2023-07-30 00:00:00+00:00,5.0,3.0,4,3
2023-07-31 00:00:00+00:00,7.0,6.0,3,3
2023-08-01 00:00:00+00:00,4.0,3.0,9,4
2023-08-02 00:00:00+00:00,5.0,4.0,46,5
2023-08-03 00:00:00+00:00,4.0,3.0,19,3
2023-08-04 00:00:00+00:00,5.0,4.0,4,3
2023-08-05 00:00:00+00:00,5.0,4.0,1,1
2023-08-06 00:00:00+00:00,5.0,4.0,1,1
2023-08-07 00:00:00+00:00,5.0,4.0,1,1
2023-08-08 00:00:00+00:00,5.0,4.0,13,2
2023-08-09 00:00:00+00:00,5.0,4.0,1,1
2023-08-10 00:00:00+00:00,,,3,1
