time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-17 00:00:00+00:00,3,3,,
2024-03-18 00:00:00+00:00,3,3,1.0,1.0
2024-03-19 00:00:00+00:00,1,1,8.0,1.0
2024-03-20 00:00:00+00:00,5,4,50.0,5.0
2024-03-21 00:00:00+00:00,4,4,152.0,2.0
2024-03-22 00:00:00+00:00,9,7,12.0,1.0
2024-03-23 00:00:00+00:00,4,4,,
2024-03-24 00:00:00+00:00,3,3,,
2024-03-25 00:00:00+00:00,3,3,,
2024-03-26 00:00:00+00:00,3,3,2.0,1.0
2024-03-27 00:00:00+00:00,2,2,4.0,1.0
2024-03-28 00:00:00+00:00,4,4,4.0,4.0
2024-03-29 00:00:00+00:00,2,2,1.0,1.0
2024-03-30 00:00:00+00:00,1,1,4.0,3.0
