time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-27 00:00:00+00:00,2,2,4,1
2024-03-28 00:00:00+00:00,4,4,4,4
2024-03-29 00:00:00+00:00,2,2,1,1
2024-03-30 00:00:00+00:00,2,2,4,3
2024-03-31 00:00:00+00:00,3,3,61,1
2024-04-01 00:00:00+00:00,2,2,26,1
2024-04-02 00:00:00+00:00,3,3,42,3
2024-04-03 00:00:00+00:00,3,3,2,1
2024-04-04 00:00:00+00:00,3,3,8,1
2024-04-05 00:00:00+00:00,3,3,9,3
2024-04-06 00:00:00+00:00,2,2,2,1
2024-04-07 00:00:00+00:00,3,3,1,1
2024-04-08 00:00:00+00:00,2,2,7,1
2024-04-09 00:00:00+00:00,2,2,5,3
