url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,18,8
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/federated-learning,15,1
/CARV-ICS-FORTH/frisbee/tree/main/examples,10,2
/CARV-ICS-FORTH/frisbee/tree/main/charts,8,3
/CARV-ICS-FORTH/frisbee/issues,6,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/federated-learning/node-placement,6,1
/CARV-ICS-FORTH/frisbee/commits,5,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/federated-learning/crash-on-epoch,5,1
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/federated-learning/resource-distribution,5,1
/CARV-ICS-FORTH/frisbee/tree/main/examples/apps,4,2
