time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-16 00:00:00+00:00,17,9,,
2025-09-17 00:00:00+00:00,7,7,,
2025-09-18 00:00:00+00:00,13,9,1.0,1.0
2025-09-19 00:00:00+00:00,22,14,3.0,1.0
2025-09-20 00:00:00+00:00,10,8,,
2025-09-21 00:00:00+00:00,15,13,1.0,1.0
2025-09-22 00:00:00+00:00,10,8,,
2025-09-23 00:00:00+00:00,18,13,4.0,3.0
2025-09-24 00:00:00+00:00,15,6,4.0,4.0
2025-09-25 00:00:00+00:00,16,14,12.0,3.0
2025-09-26 00:00:00+00:00,9,5,1.0,1.0
2025-09-27 00:00:00+00:00,6,6,2.0,2.0
2025-09-28 00:00:00+00:00,7,6,2.0,2.0
2025-09-29 00:00:00+00:00,14,7,1.0,1.0
