url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,18,6
/CARV-ICS-FORTH/frisbee/blob/main/hack/pdf-exporter/fast-generator.js,3,2
/CARV-ICS-FORTH/frisbee/commits/main,2,2
/CARV-ICS-FORTH/frisbee/issues,2,2
/CARV-ICS-FORTH/frisbee/tree/9862616862ecfe3d5f3d6f8af098fb398058aa4d/charts/system,2,1
/CARV-ICS-FORTH/frisbee/tree/9862616862ecfe3d5f3d6f8af098fb398058aa4d/charts/system/templates,2,1
/carv-ics-forth/frisbee,1,1
/CARV-ICS-FORTH/frisbee/actions,1,1
/CARV-ICS-FORTH/frisbee/actions/runs/4044770446/jobs/6955347242,1,1
/CARV-ICS-FORTH/frisbee/blob/9862616862ecfe3d5f3d6f8af098fb398058aa4d/charts/system/dashboards/summaries.json,1,1
