url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,51,13
/CARV-ICS-FORTH/frisbee/issues,18,2
/CARV-ICS-FORTH/frisbee/blob/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report/report.pdf,6,3
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee,6,3
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report,6,3
/CARV-ICS-FORTH/frisbee/blob/main/hack/pdf-exporter/long-dashboards.js,6,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats,4,3
/CARV-ICS-FORTH/frisbee/blame/aa68afc1f859b4c3761770e9dedc2c301bc953a7/charts/platform/templates/webhook/admission/manifests.yaml,4,1
/CARV-ICS-FORTH/frisbee/blob/c0f73380f0117ba3361362fa2866aaba34da928c/examples/tutorial/19.sla-assertions.yml,4,1
/CARV-ICS-FORTH/frisbee/blob/main/examples/databases/network-partition/manifest.yml,4,1
