url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,84,27
/CARV-ICS-FORTH/frisbee/blob/7da0dea18de872f4aebd51fd99aff122e2715f6c/cmd/kubectl-frisbee/main.go,13,4
/CARV-ICS-FORTH/frisbee/tree/main/examples,9,2
/CARV-ICS-FORTH/frisbee/issues,8,4
/CARV-ICS-FORTH/frisbee/tree/main/cmd,8,2
/CARV-ICS-FORTH/frisbee/tree/main/charts,7,2
/CARV-ICS-FORTH/frisbee/tree/main/controllers,7,2
/CARV-ICS-FORTH/frisbee/stargazers,6,2
/CARV-ICS-FORTH/frisbee/tree/main/controllers/service,6,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/ci,5,2
