time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-09 00:00:00+00:00,3.0,3.0,2.0,2.0
2023-12-10 00:00:00+00:00,3.0,3.0,1.0,1.0
2023-12-11 00:00:00+00:00,3.0,3.0,,
2023-12-12 00:00:00+00:00,3.0,3.0,,
2023-12-13 00:00:00+00:00,3.0,3.0,3.0,1.0
2023-12-14 00:00:00+00:00,2.0,2.0,,
2023-12-15 00:00:00+00:00,3.0,3.0,,
2023-12-16 00:00:00+00:00,36.0,5.0,,
2023-12-17 00:00:00+00:00,2.0,2.0,17.0,3.0
2023-12-18 00:00:00+00:00,4.0,4.0,12.0,2.0
2023-12-19 00:00:00+00:00,2.0,2.0,22.0,3.0
2023-12-20 00:00:00+00:00,3.0,3.0,42.0,2.0
2023-12-21 00:00:00+00:00,2.0,2.0,1.0,1.0
2023-12-22 00:00:00+00:00,,,16.0,3.0
