time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-28 00:00:00+00:00,4,4,3,3
2026-01-29 00:00:00+00:00,15,7,2,2
2026-01-30 00:00:00+00:00,14,6,2,2
2026-01-31 00:00:00+00:00,15,7,5,3
2026-02-01 00:00:00+00:00,5,5,7,3
2026-02-02 00:00:00+00:00,18,9,5,3
2026-02-03 00:00:00+00:00,3,3,5,3
2026-02-04 00:00:00+00:00,11,7,1,1
2026-02-05 00:00:00+00:00,9,4,0,0
2026-02-06 00:00:00+00:00,10,6,2,2
2026-02-07 00:00:00+00:00,8,4,2,1
2026-02-08 00:00:00+00:00,16,9,1,1
2026-02-09 00:00:00+00:00,16,9,0,0
2026-02-10 00:00:00+00:00,2,2,2,2
