url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,28,10
/CARV-ICS-FORTH/frisbee/tree/main/charts,18,2
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform,15,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/system/templates/telemetry,9,2
/CARV-ICS-FORTH/frisbee/tree/main/charts/system,7,2
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/values.yaml,7,1
/CARV-ICS-FORTH/frisbee/tree/main/examples,7,1
/CARV-ICS-FORTH/frisbee/blob/main/CHANGELOG.md,6,2
/CARV-ICS-FORTH/frisbee/tree/main/charts/system/templates,6,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/apps,6,1
