url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,16,7
/CARV-ICS-FORTH/frisbee/tree/main/examples,8,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/apps,8,2
/carv-ics-forth/frisbee/blob/v1.0.43/pkg/distributions/uniform.go,5,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform,5,1
/CARV-ICS-FORTH/frisbee/blob/main/examples/apps/cockroachdb/values.yaml,4,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform/templates,4,1
/CARV-ICS-FORTH/frisbee/blob/main/CHANGELOG.md,2,1
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/Chart.yaml,2,1
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/templates/volumes/storageclasses.yml,2,1
