url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,124,12
/CARV-ICS-FORTH/frisbee/actions/workflows/repo-stats.yml,40,1
/CARV-ICS-FORTH/frisbee/issues,30,2
/CARV-ICS-FORTH/frisbee/actions,21,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats,18,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee,11,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report,11,1
/CARV-ICS-FORTH/frisbee/blob/fnikolai-patch-1/.github/workflows/repo-stats.yml,10,1
/CARV-ICS-FORTH/frisbee/blob/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report/report.pdf,10,1
/CARV-ICS-FORTH/frisbee/branches,8,1
