url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee/tree/main/charts,12,2
/CARV-ICS-FORTH/frisbee/tree/main/examples,12,2
/CARV-ICS-FORTH/frisbee,11,5
/CARV-ICS-FORTH/frisbee/tree/main/examples/apps,9,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/databases/normal-load,9,1
/CARV-ICS-FORTH/frisbee/tree/main/examples/patterns/databases,8,1
/carv-ics-forth/frisbee,7,3
/CARV-ICS-FORTH/frisbee/pulls,7,3
/CARV-ICS-FORTH/frisbee/tree/main/examples/apps/iperf2,6,2
/CARV-ICS-FORTH/frisbee/blob/f80a214b67e2aa90fe1b5e1623785499e24acbcb/api/v1alpha1/type_labels.go,6,1
