url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,14,4
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform/templates,10,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform,7,1
/CARV-ICS-FORTH/frisbee/blob/main/examples/apps/cockroachdb/values.yaml,4,1
/CARV-ICS-FORTH/frisbee/tree/main/charts,4,1
/CARV-ICS-FORTH/frisbee/tree/main/examples,4,1
/CARV-ICS-FORTH/frisbee/tree/main/examples/apps,4,1
/CARV-ICS-FORTH/frisbee/blob/main/Makefile,3,1
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/Chart.yaml,2,1
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/templates/deployment/deployment.yaml,2,1
