url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,15,7
/CARV-ICS-FORTH/frisbee/tree/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates,9,1
/CARV-ICS-FORTH/frisbee/blob/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates/deployment/clusterrolebinding.yaml,6,1
/CARV-ICS-FORTH/frisbee/blob/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates/rbac/role.yaml,4,1
/CARV-ICS-FORTH/frisbee/blob/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates/webhook/admission/proxy.yaml,4,1
/CARV-ICS-FORTH/frisbee/blob/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/values.yaml,4,1
/CARV-ICS-FORTH/frisbee/tree/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates/deployment,4,1
/CARV-ICS-FORTH/frisbee/tree/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates/rbac,4,1
/CARV-ICS-FORTH/frisbee/tree/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates/volumes,3,1
/CARV-ICS-FORTH/frisbee/blob/a3f6f5363062adb171857b53c15b8954f5004de0/charts/platform/templates/configuration.yaml,2,1
