url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,18,13
/CARV-ICS-FORTH/frisbee/issues,2,1
/CARV-ICS-FORTH/frisbee/actions,1,1
/CARV-ICS-FORTH/frisbee/actions/runs/13577766585/workflow,1,1
/CARV-ICS-FORTH/frisbee/actions/runs/14095321298,1,1
/CARV-ICS-FORTH/frisbee/actions/workflows/repo-stats.yml,1,1
/CARV-ICS-FORTH/frisbee/blob/635404582fea3fb81832a8224de1fce3a3f7f7e2/controllers/service/controller.go,1,1
/CARV-ICS-FORTH/frisbee/blob/ea25c5c860c6c9b88208975d92ba3275896b56df/docs/test-plans.md,1,1
/CARV-ICS-FORTH/frisbee/blob/fb686fa185fe5abcaad625792f7e2faed599bf50/api/v1alpha1/admission_call.go,1,1
/CARV-ICS-FORTH/frisbee/blob/main/Dockerfile,1,1
