url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,12,7
/CARV-ICS-FORTH/frisbee/blob/main/CHANGELOG.md,4,2
/CARV-ICS-FORTH/frisbee/blob/main/README.md,4,1
/CARV-ICS-FORTH/frisbee/blob/f80a214b67e2aa90fe1b5e1623785499e24acbcb/examples/apps/cockroachdb/dashboards/hardware.json,2,1
/CARV-ICS-FORTH/frisbee/blob/main/hack/remove_k8s_ns_finalizer.sh,2,1
/CARV-ICS-FORTH/frisbee/blob/main/Makefile,2,1
/CARV-ICS-FORTH/frisbee/tree/main/hack,2,1
/CARV-ICS-FORTH/frisbee/commit/06c1384877cee1512fe72e1cfa078d887c3cf0cb,1,1
/CARV-ICS-FORTH/frisbee/commit/5e21bffeeee6b0367e7bf9d12e9d18ba0bd5c062,1,1
/CARV-ICS-FORTH/frisbee/commit/d539da6c9657c8c4832279ee61d86c2138d5002d,1,1
