time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-09 00:00:00+00:00,2,2,,
2024-02-10 00:00:00+00:00,1,1,1.0,1.0
2024-02-11 00:00:00+00:00,3,3,,
2024-02-12 00:00:00+00:00,3,3,74.0,2.0
2024-02-13 00:00:00+00:00,1,1,,
2024-02-14 00:00:00+00:00,3,3,6.0,1.0
2024-02-15 00:00:00+00:00,2,2,14.0,2.0
2024-02-16 00:00:00+00:00,1,1,11.0,3.0
2024-02-17 00:00:00+00:00,2,2,2.0,1.0
2024-02-18 00:00:00+00:00,2,2,3.0,1.0
2024-02-19 00:00:00+00:00,2,2,4.0,2.0
2024-02-20 00:00:00+00:00,2,2,60.0,2.0
2024-02-21 00:00:00+00:00,2,2,4.0,1.0
2024-02-22 00:00:00+00:00,2,2,7.0,2.0
