url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,13,6
/CARV-ICS-FORTH/frisbee/tree/main/charts/system,6,2
/CARV-ICS-FORTH/frisbee/tree/main/charts,6,1
/CARV-ICS-FORTH/frisbee/tree/main/examples,5,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform,4,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform/templates,4,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform/templates/deployment,4,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/system/templates/telemetry/prometheus,3,1
/CARV-ICS-FORTH/frisbee/tree/main/examples/tutorial,3,1
/carv-ics-forth/frisbee,2,2
