url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,22,8
/CARV-ICS-FORTH/frisbee/tree/f80a214b67e2aa90fe1b5e1623785499e24acbcb/examples/apps/ycsb/templates,4,1
/CARV-ICS-FORTH/frisbee/tree/main/examples,4,1
/CARV-ICS-FORTH/frisbee/tree/main/charts,3,1
/CARV-ICS-FORTH/frisbee/blob/f80a214b67e2aa90fe1b5e1623785499e24acbcb/examples/apps/fio/templates/telemetry.yml,2,1
/CARV-ICS-FORTH/frisbee/blob/f80a214b67e2aa90fe1b5e1623785499e24acbcb/examples/apps/ycsb/templates/cockroach.yml,2,1
/CARV-ICS-FORTH/frisbee/blob/f80a214b67e2aa90fe1b5e1623785499e24acbcb/examples/apps/ycsb/templates/telemetry.yml,2,1
/CARV-ICS-FORTH/frisbee/blob/main/CHANGELOG.md,2,1
/CARV-ICS-FORTH/frisbee/blob/main/charts/system/dashboards/singleton.json,2,1
/CARV-ICS-FORTH/frisbee/tree/f80a214b67e2aa90fe1b5e1623785499e24acbcb/examples/apps,2,1
