url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,20,7
/CARV-ICS-FORTH/frisbee/blob/main/api/v1alpha1/crd_cluster.go,12,1
/CARV-ICS-FORTH/frisbee/tree/main/api/v1alpha1,11,1
/CARV-ICS-FORTH/frisbee/tree/main/cmd/kubectl-frisbee/commands,11,1
/CARV-ICS-FORTH/frisbee/tree/main/images,9,2
/CARV-ICS-FORTH/frisbee/tree/main/cmd,9,1
/CARV-ICS-FORTH/frisbee/tree/main/cmd/manager,8,1
/CARV-ICS-FORTH/frisbee/tree/main/controllers,8,1
/CARV-ICS-FORTH/frisbee/tree/main/images/annotator,7,2
/CARV-ICS-FORTH/frisbee/tree/main/cmd/kubectl-frisbee,7,1
