url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,24,7
/CARV-ICS-FORTH/frisbee/tree/main/charts,14,2
/CARV-ICS-FORTH/frisbee/tree/main/charts/platform,13,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/system/templates/telemetry,9,2
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/values.yaml,7,1
/CARV-ICS-FORTH/frisbee/tree/main/examples,7,1
/CARV-ICS-FORTH/frisbee/blob/main/CHANGELOG.md,6,2
/CARV-ICS-FORTH/frisbee/tree/main/charts/system/templates,6,2
/CARV-ICS-FORTH/frisbee/tree/main/examples/apps,6,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/system,5,2
