url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,46,4
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/templates/volumes/storageclasses.yml,21,2
/CARV-ICS-FORTH/frisbee/actions,8,1
/CARV-ICS-FORTH/frisbee/blob/main/charts/platform/values.yaml,4,1
/CARV-ICS-FORTH/frisbee/issues,4,1
/CARV-ICS-FORTH/frisbee/tree/main/charts,4,1
/CARV-ICS-FORTH/frisbee/tree/main/hack,4,1
/CARV-ICS-FORTH/frisbee/blob/main/examples/patterns/hpc,3,1
/CARV-ICS-FORTH/frisbee/community/code-of-conduct/new,3,1
/CARV-ICS-FORTH/frisbee/tree/main/docs,3,1
