url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,27,9
/CARV-ICS-FORTH/frisbee/tree/main/.github/workflows,8,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/databases,6,2
/CARV-ICS-FORTH/frisbee/tree/main/charts,4,1
/CARV-ICS-FORTH/frisbee/tree/main/.github,4,1
/CARV-ICS-FORTH/frisbee/blob/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report/report.pdf,3,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats,3,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee,3,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee/latest-report,3,1
/CARV-ICS-FORTH/frisbee/tree/main/charts/databases/mongodb,3,1
