url_path,views_total,views_unique
/CARV-ICS-FORTH/frisbee,99,13
/CARV-ICS-FORTH/frisbee/actions/workflows/repo-stats.yml,40,1
/CARV-ICS-FORTH/frisbee/issues,36,2
/CARV-ICS-FORTH/frisbee/actions,21,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats,15,1
/CARV-ICS-FORTH/frisbee/blob/fnikolai-patch-1/.github/workflows/repo-stats.yml,10,1
/CARV-ICS-FORTH/frisbee/pulls,10,1
/CARV-ICS-FORTH/frisbee/branches,8,1
/CARV-ICS-FORTH/frisbee/compare/fedbed,8,1
/CARV-ICS-FORTH/frisbee/tree/github-repo-stats/CARV-ICS-FORTH/frisbee,8,1
